Java HotSpot(TM) 64-Bit Server VM (25.261-b12) for windows-amd64 JRE (1.8.0_261-b12), built on Jun 18 2020 06:56:32 by "" with unknown MS VC++:1916
Memory: 4k page, physical 16659684k(9612980k free), swap 23213284k(9154496k free)
CommandLine flags: -XX:InitialHeapSize=2147483648 -XX:MaxHeapSize=2147483648 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseParallelGC 
2020-09-29T17:50:57.988+0200: 0.279: [GC (Allocation Failure) [PSYoungGen: 524800K->23714K(611840K)] 524800K->23722K(2010112K), 0.0370269 secs] [Times: user=0.33 sys=0.00, real=0.04 secs] 
2020-09-29T17:50:58.080+0200: 0.371: [GC (Allocation Failure) [PSYoungGen: 548514K->9953K(611840K)] 548522K->9961K(2010112K), 0.0105330 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T17:50:58.136+0200: 0.426: [GC (Allocation Failure) [PSYoungGen: 534753K->41109K(611840K)] 534761K->41117K(2010112K), 0.0218120 secs] [Times: user=0.09 sys=0.03, real=0.02 secs] 
2020-09-29T17:50:58.203+0200: 0.493: [GC (Allocation Failure) [PSYoungGen: 565909K->31924K(611840K)] 565917K->31932K(2010112K), 0.0181909 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T17:50:58.265+0200: 0.556: [GC (Allocation Failure) [PSYoungGen: 556724K->36308K(611840K)] 556732K->36316K(2010112K), 0.0180783 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T17:50:58.328+0200: 0.619: [GC (Allocation Failure) [PSYoungGen: 561108K->41573K(641024K)] 561116K->41581K(2039296K), 0.0247083 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T17:50:58.420+0200: 0.710: [GC (Allocation Failure) [PSYoungGen: 631909K->28740K(644608K)] 631917K->29164K(2042880K), 0.0175120 secs] [Times: user=0.11 sys=0.02, real=0.02 secs] 
2020-09-29T17:50:58.490+0200: 0.780: [GC (Allocation Failure) [PSYoungGen: 619076K->31173K(649728K)] 619500K->31597K(2048000K), 0.0155375 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T17:50:58.565+0200: 0.856: [GC (Allocation Failure) [PSYoungGen: 629189K->26244K(647168K)] 629613K->26668K(2045440K), 0.0138151 secs] [Times: user=0.11 sys=0.00, real=0.01 secs] 
2020-09-29T17:50:58.640+0200: 0.930: [GC (Allocation Failure) [PSYoungGen: 624260K->36453K(649728K)] 624684K->36877K(2048000K), 0.0180248 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T17:50:58.723+0200: 1.013: [GC (Allocation Failure) [PSYoungGen: 638053K->36325K(637952K)] 638477K->36749K(2036224K), 0.0165285 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
