Java HotSpot(TM) 64-Bit Server VM (25.261-b12) for windows-amd64 JRE (1.8.0_261-b12), built on Jun 18 2020 06:56:32 by "" with unknown MS VC++:1916
Memory: 4k page, physical 16659684k(9559104k free), swap 23213284k(9195440k free)
CommandLine flags: -XX:InitialHeapSize=2147483648 -XX:MaxHeapSize=2147483648 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseParallelGC 
2020-09-29T17:56:08.078+0200: 0.249: [GC (Allocation Failure) [PSYoungGen: 524800K->24451K(611840K)] 524800K->24459K(2010112K), 0.0161474 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T17:56:08.141+0200: 0.312: [GC (Allocation Failure) [PSYoungGen: 549251K->13059K(611840K)] 549259K->13067K(2010112K), 0.0172033 secs] [Times: user=0.00 sys=0.00, real=0.02 secs] 
2020-09-29T17:56:08.207+0200: 0.378: [GC (Allocation Failure) [PSYoungGen: 537859K->31892K(611840K)] 537867K->31900K(2010112K), 0.0174781 secs] [Times: user=0.20 sys=0.00, real=0.02 secs] 
2020-09-29T17:56:08.271+0200: 0.442: [GC (Allocation Failure) [PSYoungGen: 556692K->37077K(611840K)] 556700K->37085K(2010112K), 0.0187004 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T17:56:08.335+0200: 0.506: [GC (Allocation Failure) [PSYoungGen: 561877K->42341K(611840K)] 561885K->42349K(2010112K), 0.0196295 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T17:56:08.403+0200: 0.573: [GC (Allocation Failure) [PSYoungGen: 567141K->47637K(633856K)] 567149K->47645K(2032128K), 0.0300714 secs] [Times: user=0.14 sys=0.03, real=0.03 secs] 
2020-09-29T17:56:08.488+0200: 0.658: [GC (Allocation Failure) [PSYoungGen: 628757K->40388K(621568K)] 628765K->40816K(2019840K), 0.0233848 secs] [Times: user=0.20 sys=0.03, real=0.02 secs] 
2020-09-29T17:56:08.564+0200: 0.734: [GC (Allocation Failure) [PSYoungGen: 621508K->33028K(642560K)] 621936K->33456K(2040832K), 0.0150695 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T17:56:08.635+0200: 0.805: [GC (Allocation Failure) [PSYoungGen: 616196K->26500K(639488K)] 616624K->26928K(2037760K), 0.0144474 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T17:56:08.705+0200: 0.876: [GC (Allocation Failure) [PSYoungGen: 609668K->35461K(645120K)] 610096K->35889K(2043392K), 0.0168546 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T17:56:08.780+0200: 0.950: [GC (Allocation Failure) [PSYoungGen: 625285K->51045K(641024K)] 625713K->51473K(2039296K), 0.0216943 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T17:56:08.855+0200: 1.025: [GC (Allocation Failure) [PSYoungGen: 640869K->25316K(641024K)] 641297K->25744K(2039296K), 0.0123268 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T17:56:08.922+0200: 1.093: [GC (Allocation Failure) [PSYoungGen: 608484K->34213K(641024K)] 608912K->34641K(2039296K), 0.0149344 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T17:56:08.992+0200: 1.162: [GC (Allocation Failure) [PSYoungGen: 617381K->43269K(640512K)] 617809K->43697K(2038784K), 0.0193795 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T17:56:09.064+0200: 1.234: [GC (Allocation Failure) [PSYoungGen: 628485K->40549K(642048K)] 628913K->40977K(2040320K), 0.0176173 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T17:56:09.133+0200: 1.304: [GC (Allocation Failure) [PSYoungGen: 625765K->24101K(642048K)] 626193K->24529K(2040320K), 0.0111394 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T17:56:09.199+0200: 1.370: [GC (Allocation Failure) [PSYoungGen: 609317K->48805K(634368K)] 609745K->49233K(2032640K), 0.0240192 secs] [Times: user=0.09 sys=0.00, real=0.02 secs] 
2020-09-29T17:56:09.274+0200: 1.444: [GC (Allocation Failure) [PSYoungGen: 634021K->32197K(641024K)] 634449K->32625K(2039296K), 0.0144249 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T17:56:09.345+0200: 1.516: [GC (Allocation Failure) [PSYoungGen: 613317K->51141K(632320K)] 613745K->51569K(2030592K), 0.0239953 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T17:56:09.420+0200: 1.591: [GC (Allocation Failure) [PSYoungGen: 632261K->44293K(636416K)] 632689K->44721K(2034688K), 0.0211047 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T17:56:09.493+0200: 1.664: [GC (Allocation Failure) [PSYoungGen: 619269K->31365K(636928K)] 619697K->31793K(2035200K), 0.0142540 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T17:56:09.558+0200: 1.730: [GC (Allocation Failure) [PSYoungGen: 606341K->31524K(639488K)] 606769K->31952K(2037760K), 0.0161536 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
