Java HotSpot(TM) 64-Bit Server VM (25.261-b12) for windows-amd64 JRE (1.8.0_261-b12), built on Jun 18 2020 06:56:32 by "" with unknown MS VC++:1916
Memory: 4k page, physical 16659684k(9509300k free), swap 23213284k(9280100k free)
CommandLine flags: -XX:InitialHeapSize=2147483648 -XX:MaxHeapSize=2147483648 -XX:MaxNewSize=697933824 -XX:MaxTenuringThreshold=6 -XX:NewSize=697933824 -XX:OldPLABSize=16 -XX:OldSize=1395867648 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseConcMarkSweepGC -XX:-UseLargePagesIndividualAllocation -XX:+UseParNewGC 
2020-09-29T18:31:19.254+0200: 0.279: [GC (Allocation Failure) 2020-09-29T18:31:19.254+0200: 0.279: [ParNew: 545344K->39977K(613440K), 0.0348668 secs] 545344K->39977K(2029056K), 0.0349941 secs] [Times: user=0.22 sys=0.03, real=0.04 secs] 
2020-09-29T18:31:39.958+0200: 20.982: [GC (Allocation Failure) 2020-09-29T18:31:39.958+0200: 20.982: [ParNew: 581410K->33652K(613440K), 0.0189908 secs] 589268K->41510K(2029056K), 0.0190619 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:40.034+0200: 21.059: [GC (Allocation Failure) 2020-09-29T18:31:40.034+0200: 21.059: [ParNew: 578996K->49734K(613440K), 0.0266844 secs] 586854K->57592K(2029056K), 0.0267497 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:40.109+0200: 21.134: [GC (Allocation Failure) 2020-09-29T18:31:40.109+0200: 21.134: [ParNew: 595078K->59618K(613440K), 0.0247643 secs] 602936K->67476K(2029056K), 0.0248336 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:40.188+0200: 21.212: [GC (Allocation Failure) 2020-09-29T18:31:40.188+0200: 21.212: [ParNew: 604962K->28749K(613440K), 0.0144405 secs] 612820K->36608K(2029056K), 0.0145088 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:40.261+0200: 21.286: [GC (Allocation Failure) 2020-09-29T18:31:40.261+0200: 21.286: [ParNew: 574093K->41106K(613440K), 0.0224052 secs] 581952K->48964K(2029056K), 0.0224836 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:40.335+0200: 21.360: [GC (Allocation Failure) 2020-09-29T18:31:40.335+0200: 21.360: [ParNew: 586450K->61224K(613440K), 0.0291772 secs] 594308K->69082K(2029056K), 0.0292735 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:40.413+0200: 21.437: [GC (Allocation Failure) 2020-09-29T18:31:40.413+0200: 21.437: [ParNew: 606568K->68096K(613440K), 0.0294001 secs] 614426K->76056K(2029056K), 0.0294766 secs] [Times: user=0.24 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:40.494+0200: 21.519: [GC (Allocation Failure) 2020-09-29T18:31:40.494+0200: 21.519: [ParNew: 613440K->54634K(613440K), 0.0260557 secs] 621400K->62594K(2029056K), 0.0261323 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:40.570+0200: 21.594: [GC (Allocation Failure) 2020-09-29T18:31:40.570+0200: 21.594: [ParNew: 599978K->43468K(613440K), 0.0173571 secs] 607938K->51428K(2029056K), 0.0174262 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:40.644+0200: 21.669: [GC (Allocation Failure) 2020-09-29T18:31:40.645+0200: 21.669: [ParNew: 588812K->56674K(613440K), 0.0306738 secs] 596772K->64634K(2029056K), 0.0307608 secs] [Times: user=0.14 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:40.724+0200: 21.749: [GC (Allocation Failure) 2020-09-29T18:31:40.724+0200: 21.749: [ParNew: 602018K->52389K(613440K), 0.0224217 secs] 609978K->60350K(2029056K), 0.0225001 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:40.807+0200: 21.831: [GC (Allocation Failure) 2020-09-29T18:31:40.807+0200: 21.831: [ParNew: 597733K->37074K(613440K), 0.0122013 secs] 605694K->45035K(2029056K), 0.0122721 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:40.875+0200: 21.899: [GC (Allocation Failure) 2020-09-29T18:31:40.875+0200: 21.899: [ParNew: 582418K->14701K(613440K), 0.0138249 secs] 590379K->22662K(2029056K), 0.0138959 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:40.948+0200: 21.973: [GC (Allocation Failure) 2020-09-29T18:31:40.948+0200: 21.973: [ParNew: 560045K->30135K(613440K), 0.0182435 secs] 568006K->38095K(2029056K), 0.0183157 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:41.018+0200: 22.043: [GC (Allocation Failure) 2020-09-29T18:31:41.018+0200: 22.043: [ParNew: 575479K->39199K(613440K), 0.0258342 secs] 583439K->47159K(2029056K), 0.0259042 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:41.096+0200: 22.121: [GC (Allocation Failure) 2020-09-29T18:31:41.096+0200: 22.121: [ParNew: 584543K->34345K(613440K), 0.0163426 secs] 592503K->42305K(2029056K), 0.0164084 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:41.164+0200: 22.189: [GC (Allocation Failure) 2020-09-29T18:31:41.165+0200: 22.189: [ParNew: 579689K->20122K(613440K), 0.0135859 secs] 587649K->28082K(2029056K), 0.0136625 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:41.229+0200: 22.254: [GC (Allocation Failure) 2020-09-29T18:31:41.229+0200: 22.254: [ParNew: 565466K->52282K(613440K), 0.0288027 secs] 573426K->60243K(2029056K), 0.0288684 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:41.306+0200: 22.330: [GC (Allocation Failure) 2020-09-29T18:31:41.306+0200: 22.330: [ParNew: 597626K->63991K(613440K), 0.0276358 secs] 605587K->71951K(2029056K), 0.0277073 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:41.383+0200: 22.408: [GC (Allocation Failure) 2020-09-29T18:31:41.384+0200: 22.408: [ParNew: 609335K->44851K(613440K), 0.0276318 secs] 617295K->52812K(2029056K), 0.0277272 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:41.463+0200: 22.488: [GC (Allocation Failure) 2020-09-29T18:31:41.463+0200: 22.488: [ParNew: 590195K->46661K(613440K), 0.0260630 secs] 598156K->54621K(2029056K), 0.0261533 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:41.539+0200: 22.564: [GC (Allocation Failure) 2020-09-29T18:31:41.539+0200: 22.564: [ParNew: 592005K->44477K(613440K), 0.0233775 secs] 599965K->52437K(2029056K), 0.0234443 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:41.626+0200: 22.650: [GC (Allocation Failure) 2020-09-29T18:31:41.626+0200: 22.650: [ParNew: 589821K->32248K(613440K), 0.0154771 secs] 597781K->40209K(2029056K), 0.0155501 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:41.709+0200: 22.734: [GC (Allocation Failure) 2020-09-29T18:31:41.709+0200: 22.734: [ParNew: 577592K->48636K(613440K), 0.0290886 secs] 585553K->56596K(2029056K), 0.0291724 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:41.791+0200: 22.816: [GC (Allocation Failure) 2020-09-29T18:31:41.791+0200: 22.816: [ParNew: 593980K->38739K(613440K), 0.0188756 secs] 601940K->46699K(2029056K), 0.0189599 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:41.866+0200: 22.891: [GC (Allocation Failure) 2020-09-29T18:31:41.866+0200: 22.891: [ParNew: 584083K->68096K(613440K), 0.0359169 secs] 592043K->76056K(2029056K), 0.0360018 secs] [Times: user=0.22 sys=0.00, real=0.04 secs] 
2020-09-29T18:31:41.952+0200: 22.977: [GC (Allocation Failure) 2020-09-29T18:31:41.952+0200: 22.977: [ParNew: 613440K->48175K(613440K), 0.0263717 secs] 621400K->56135K(2029056K), 0.0264395 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:42.030+0200: 23.055: [GC (Allocation Failure) 2020-09-29T18:31:42.030+0200: 23.055: [ParNew: 593519K->44100K(613440K), 0.0243503 secs] 601479K->52060K(2029056K), 0.0244183 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:42.113+0200: 23.138: [GC (Allocation Failure) 2020-09-29T18:31:42.113+0200: 23.138: [ParNew: 589444K->38569K(613440K), 0.0250499 secs] 597404K->46530K(2029056K), 0.0251348 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:42.196+0200: 23.221: [GC (Allocation Failure) 2020-09-29T18:31:42.196+0200: 23.221: [ParNew: 583913K->39805K(613440K), 0.0230500 secs] 591874K->47765K(2029056K), 0.0231236 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:42.275+0200: 23.300: [GC (Allocation Failure) 2020-09-29T18:31:42.275+0200: 23.300: [ParNew: 585149K->62340K(613440K), 0.0363210 secs] 593109K->70300K(2029056K), 0.0364135 secs] [Times: user=0.25 sys=0.00, real=0.04 secs] 
2020-09-29T18:31:42.361+0200: 23.386: [GC (Allocation Failure) 2020-09-29T18:31:42.361+0200: 23.386: [ParNew: 607684K->52133K(613440K), 0.0215364 secs] 615644K->60093K(2029056K), 0.0216093 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:42.436+0200: 23.461: [GC (Allocation Failure) 2020-09-29T18:31:42.436+0200: 23.461: [ParNew: 597477K->46330K(613440K), 0.0292017 secs] 605437K->54290K(2029056K), 0.0292721 secs] [Times: user=0.23 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:42.520+0200: 23.545: [GC (Allocation Failure) 2020-09-29T18:31:42.520+0200: 23.545: [ParNew: 591674K->36593K(613440K), 0.0214433 secs] 599634K->44554K(2029056K), 0.0215193 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:42.592+0200: 23.617: [GC (Allocation Failure) 2020-09-29T18:31:42.592+0200: 23.617: [ParNew: 581937K->54249K(613440K), 0.0258092 secs] 589898K->62209K(2029056K), 0.0258763 secs] [Times: user=0.24 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:42.677+0200: 23.702: [GC (Allocation Failure) 2020-09-29T18:31:42.677+0200: 23.702: [ParNew: 599593K->38864K(613440K), 0.0229371 secs] 607553K->46824K(2029056K), 0.0230171 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:42.748+0200: 23.773: [GC (Allocation Failure) 2020-09-29T18:31:42.748+0200: 23.773: [ParNew: 584208K->61306K(613440K), 0.0290331 secs] 592168K->69266K(2029056K), 0.0291142 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:42.824+0200: 23.849: [GC (Allocation Failure) 2020-09-29T18:31:42.824+0200: 23.849: [ParNew: 606650K->44502K(613440K), 0.0266619 secs] 614610K->52463K(2029056K), 0.0267292 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:42.905+0200: 23.930: [GC (Allocation Failure) 2020-09-29T18:31:42.905+0200: 23.930: [ParNew: 589846K->36824K(613440K), 0.0097305 secs] 597807K->44784K(2029056K), 0.0097998 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:42.976+0200: 24.001: [GC (Allocation Failure) 2020-09-29T18:31:42.976+0200: 24.001: [ParNew: 582168K->38037K(613440K), 0.0249446 secs] 590128K->45997K(2029056K), 0.0250217 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:43.058+0200: 24.083: [GC (Allocation Failure) 2020-09-29T18:31:43.058+0200: 24.083: [ParNew: 583381K->54728K(613440K), 0.0317855 secs] 591341K->62688K(2029056K), 0.0318897 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:43.137+0200: 24.162: [GC (Allocation Failure) 2020-09-29T18:31:43.137+0200: 24.162: [ParNew: 600072K->46126K(613440K), 0.0222757 secs] 608032K->54086K(2029056K), 0.0223577 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:43.209+0200: 24.234: [GC (Allocation Failure) 2020-09-29T18:31:43.209+0200: 24.234: [ParNew: 591470K->45795K(613440K), 0.0278495 secs] 599430K->53755K(2029056K), 0.0279581 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:43.291+0200: 24.316: [GC (Allocation Failure) 2020-09-29T18:31:43.291+0200: 24.316: [ParNew: 591139K->39507K(613440K), 0.0190031 secs] 599099K->47467K(2029056K), 0.0190706 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:43.367+0200: 24.392: [GC (Allocation Failure) 2020-09-29T18:31:43.367+0200: 24.392: [ParNew: 584851K->37555K(613440K), 0.0258186 secs] 592811K->45515K(2029056K), 0.0258917 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:43.446+0200: 24.471: [GC (Allocation Failure) 2020-09-29T18:31:43.446+0200: 24.471: [ParNew: 582899K->30735K(613440K), 0.0158547 secs] 590859K->38695K(2029056K), 0.0159304 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:43.516+0200: 24.541: [GC (Allocation Failure) 2020-09-29T18:31:43.516+0200: 24.541: [ParNew: 576079K->35260K(613440K), 0.0212439 secs] 584039K->43220K(2029056K), 0.0213119 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:43.588+0200: 24.613: [GC (Allocation Failure) 2020-09-29T18:31:43.588+0200: 24.613: [ParNew: 580604K->27675K(613440K), 0.0189989 secs] 588564K->35636K(2029056K), 0.0190758 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:43.656+0200: 24.681: [GC (Allocation Failure) 2020-09-29T18:31:43.656+0200: 24.681: [ParNew: 573019K->59464K(613440K), 0.0320671 secs] 580980K->67424K(2029056K), 0.0321463 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:43.737+0200: 24.762: [GC (Allocation Failure) 2020-09-29T18:31:43.737+0200: 24.762: [ParNew: 604808K->46027K(613440K), 0.0242896 secs] 612768K->53987K(2029056K), 0.0243587 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:43.817+0200: 24.842: [GC (Allocation Failure) 2020-09-29T18:31:43.817+0200: 24.842: [ParNew: 591371K->36798K(613440K), 0.0232362 secs] 599331K->44758K(2029056K), 0.0233153 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:43.891+0200: 24.916: [GC (Allocation Failure) 2020-09-29T18:31:43.891+0200: 24.916: [ParNew: 582142K->59789K(613440K), 0.0281082 secs] 590102K->67749K(2029056K), 0.0281815 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:43.975+0200: 25.000: [GC (Allocation Failure) 2020-09-29T18:31:43.975+0200: 25.000: [ParNew: 605133K->45205K(613440K), 0.0209896 secs] 613093K->53165K(2029056K), 0.0210587 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:44.054+0200: 25.079: [GC (Allocation Failure) 2020-09-29T18:31:44.054+0200: 25.079: [ParNew: 590549K->45800K(613440K), 0.0279881 secs] 598509K->53760K(2029056K), 0.0280604 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:44.129+0200: 25.153: [GC (Allocation Failure) 2020-09-29T18:31:44.129+0200: 25.154: [ParNew: 591144K->61484K(613440K), 0.0327807 secs] 599104K->69445K(2029056K), 0.0328629 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:44.212+0200: 25.237: [GC (Allocation Failure) 2020-09-29T18:31:44.212+0200: 25.237: [ParNew: 606828K->43731K(613440K), 0.0157245 secs] 614789K->51691K(2029056K), 0.0157953 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:44.300+0200: 25.325: [GC (Allocation Failure) 2020-09-29T18:31:44.300+0200: 25.325: [ParNew: 589075K->34649K(613440K), 0.0208259 secs] 597035K->42609K(2029056K), 0.0208923 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:44.368+0200: 25.393: [GC (Allocation Failure) 2020-09-29T18:31:44.368+0200: 25.393: [ParNew: 579993K->47923K(613440K), 0.0276968 secs] 587953K->55883K(2029056K), 0.0277897 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:44.445+0200: 25.470: [GC (Allocation Failure) 2020-09-29T18:31:44.445+0200: 25.470: [ParNew: 593267K->42185K(613440K), 0.0255370 secs] 601227K->50146K(2029056K), 0.0256063 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:44.525+0200: 25.550: [GC (Allocation Failure) 2020-09-29T18:31:44.525+0200: 25.550: [ParNew: 587529K->42565K(613440K), 0.0252037 secs] 595490K->50525K(2029056K), 0.0252784 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:44.609+0200: 25.634: [GC (Allocation Failure) 2020-09-29T18:31:44.609+0200: 25.634: [ParNew: 587909K->43137K(613440K), 0.0262434 secs] 595869K->51097K(2029056K), 0.0263189 secs] [Times: user=0.24 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:44.687+0200: 25.712: [GC (Allocation Failure) 2020-09-29T18:31:44.687+0200: 25.712: [ParNew: 588481K->67545K(613440K), 0.0322157 secs] 596441K->75505K(2029056K), 0.0322883 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:44.768+0200: 25.793: [GC (Allocation Failure) 2020-09-29T18:31:44.768+0200: 25.793: [ParNew: 612889K->48061K(613440K), 0.0307330 secs] 620849K->56021K(2029056K), 0.0308161 secs] [Times: user=0.23 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:44.847+0200: 25.872: [GC (Allocation Failure) 2020-09-29T18:31:44.847+0200: 25.872: [ParNew: 593405K->50106K(613440K), 0.0289509 secs] 601365K->58067K(2029056K), 0.0290359 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:44.934+0200: 25.959: [GC (Allocation Failure) 2020-09-29T18:31:44.934+0200: 25.959: [ParNew: 595450K->38903K(613440K), 0.0196912 secs] 603411K->46863K(2029056K), 0.0197654 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:45.014+0200: 26.039: [GC (Allocation Failure) 2020-09-29T18:31:45.014+0200: 26.039: [ParNew: 584247K->56247K(613440K), 0.0265518 secs] 592207K->64207K(2029056K), 0.0266198 secs] [Times: user=0.23 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:45.097+0200: 26.122: [GC (Allocation Failure) 2020-09-29T18:31:45.097+0200: 26.122: [ParNew: 601591K->42999K(613440K), 0.0257755 secs] 609551K->50959K(2029056K), 0.0258470 secs] [Times: user=0.16 sys=0.01, real=0.03 secs] 
2020-09-29T18:31:45.173+0200: 26.198: [GC (Allocation Failure) 2020-09-29T18:31:45.173+0200: 26.198: [ParNew: 588343K->40726K(613440K), 0.0251592 secs] 596303K->48686K(2029056K), 0.0252334 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:45.246+0200: 26.271: [GC (Allocation Failure) 2020-09-29T18:31:45.246+0200: 26.271: [ParNew: 586070K->36810K(613440K), 0.0232432 secs] 594030K->44770K(2029056K), 0.0233150 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:45.317+0200: 26.342: [GC (Allocation Failure) 2020-09-29T18:31:45.317+0200: 26.342: [ParNew: 582154K->57525K(613440K), 0.0281332 secs] 590114K->65486K(2029056K), 0.0282061 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:45.401+0200: 26.426: [GC (Allocation Failure) 2020-09-29T18:31:45.401+0200: 26.426: [ParNew: 602869K->59720K(613440K), 0.0280021 secs] 610830K->67681K(2029056K), 0.0280877 secs] [Times: user=0.22 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:45.487+0200: 26.511: [GC (Allocation Failure) 2020-09-29T18:31:45.487+0200: 26.511: [ParNew: 605064K->44671K(613440K), 0.0255851 secs] 613025K->52631K(2029056K), 0.0256626 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:45.560+0200: 26.585: [GC (Allocation Failure) 2020-09-29T18:31:45.560+0200: 26.585: [ParNew: 590015K->34800K(613440K), 0.0239525 secs] 597975K->42760K(2029056K), 0.0240413 secs] [Times: user=0.23 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:45.646+0200: 26.671: [GC (Allocation Failure) 2020-09-29T18:31:45.646+0200: 26.671: [ParNew: 580144K->33242K(613440K), 0.0225480 secs] 588104K->41202K(2029056K), 0.0226231 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:45.727+0200: 26.752: [GC (Allocation Failure) 2020-09-29T18:31:45.727+0200: 26.752: [ParNew: 578586K->31423K(613440K), 0.0214327 secs] 586546K->39383K(2029056K), 0.0215223 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:45.802+0200: 26.827: [GC (Allocation Failure) 2020-09-29T18:31:45.802+0200: 26.827: [ParNew: 576767K->30799K(613440K), 0.0133305 secs] 584727K->38759K(2029056K), 0.0134060 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:45.867+0200: 26.892: [GC (Allocation Failure) 2020-09-29T18:31:45.867+0200: 26.892: [ParNew: 576143K->48173K(613440K), 0.0179947 secs] 584103K->56133K(2029056K), 0.0180535 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:45.937+0200: 26.962: [GC (Allocation Failure) 2020-09-29T18:31:45.937+0200: 26.962: [ParNew: 593517K->36092K(613440K), 0.0110764 secs] 601477K->44053K(2029056K), 0.0111341 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:46.001+0200: 27.026: [GC (Allocation Failure) 2020-09-29T18:31:46.001+0200: 27.026: [ParNew: 581436K->56692K(613440K), 0.0211491 secs] 589397K->64652K(2029056K), 0.0212269 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:46.071+0200: 27.096: [GC (Allocation Failure) 2020-09-29T18:31:46.071+0200: 27.096: [ParNew: 602036K->68096K(613440K), 0.0206743 secs] 609996K->76056K(2029056K), 0.0207367 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:46.142+0200: 27.167: [GC (Allocation Failure) 2020-09-29T18:31:46.142+0200: 27.167: [ParNew: 613440K->42848K(613440K), 0.0152238 secs] 621400K->50808K(2029056K), 0.0152783 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:46.207+0200: 27.232: [GC (Allocation Failure) 2020-09-29T18:31:46.207+0200: 27.232: [ParNew: 588192K->57497K(613440K), 0.0201629 secs] 596152K->65457K(2029056K), 0.0202220 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:46.276+0200: 27.301: [GC (Allocation Failure) 2020-09-29T18:31:46.276+0200: 27.301: [ParNew: 602841K->41173K(613440K), 0.0201633 secs] 610801K->49134K(2029056K), 0.0202182 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:46.344+0200: 27.369: [GC (Allocation Failure) 2020-09-29T18:31:46.344+0200: 27.369: [ParNew: 586517K->68096K(613440K), 0.0232411 secs] 594478K->76638K(2029056K), 0.0232969 secs] [Times: user=0.23 sys=0.02, real=0.02 secs] 
2020-09-29T18:31:46.415+0200: 27.440: [GC (Allocation Failure) 2020-09-29T18:31:46.415+0200: 27.440: [ParNew: 613440K->68096K(613440K), 0.0339449 secs] 621982K->79699K(2029056K), 0.0340050 secs] [Times: user=0.23 sys=0.00, real=0.03 secs] 
2020-09-29T18:31:46.497+0200: 27.522: [GC (Allocation Failure) 2020-09-29T18:31:46.498+0200: 27.522: [ParNew: 613440K->66246K(613440K), 0.0224773 secs] 625043K->77850K(2029056K), 0.0225708 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:46.567+0200: 27.592: [GC (Allocation Failure) 2020-09-29T18:31:46.567+0200: 27.592: [ParNew: 611590K->42833K(613440K), 0.0115149 secs] 623194K->54437K(2029056K), 0.0115765 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:46.635+0200: 27.660: [GC (Allocation Failure) 2020-09-29T18:31:46.635+0200: 27.660: [ParNew: 588177K->50083K(613440K), 0.0222620 secs] 599781K->61687K(2029056K), 0.0223350 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:46.705+0200: 27.730: [GC (Allocation Failure) 2020-09-29T18:31:46.705+0200: 27.730: [ParNew: 595427K->62512K(613440K), 0.0201451 secs] 607031K->74116K(2029056K), 0.0202145 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:46.772+0200: 27.797: [GC (Allocation Failure) 2020-09-29T18:31:46.772+0200: 27.797: [ParNew: 607856K->65393K(613440K), 0.0232517 secs] 619460K->76997K(2029056K), 0.0233209 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:46.842+0200: 27.867: [GC (Allocation Failure) 2020-09-29T18:31:46.842+0200: 27.867: [ParNew: 610737K->47099K(613440K), 0.0172199 secs] 622341K->58703K(2029056K), 0.0173022 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:46.908+0200: 27.933: [GC (Allocation Failure) 2020-09-29T18:31:46.908+0200: 27.933: [ParNew: 592443K->65243K(613440K), 0.0222288 secs] 604047K->76847K(2029056K), 0.0222967 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
