Java HotSpot(TM) 64-Bit Server VM (25.261-b12) for windows-amd64 JRE (1.8.0_261-b12), built on Jun 18 2020 06:56:32 by "" with unknown MS VC++:1916
Memory: 4k page, physical 16659684k(9113432k free), swap 23213284k(8128364k free)
CommandLine flags: -XX:InitialHeapSize=2147483648 -XX:MaxHeapSize=2147483648 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseParallelGC 
2020-09-29T12:38:19.527+0200: 0.403: [GC (Allocation Failure) [PSYoungGen: 524800K->11985K(611840K)] 524800K->11993K(2010112K), 0.0094173 secs] [Times: user=0.11 sys=0.02, real=0.01 secs] 
2020-09-29T12:38:19.631+0200: 0.507: [GC (Allocation Failure) [PSYoungGen: 536785K->3425K(611840K)] 536793K->3433K(2010112K), 0.0128081 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T12:38:19.733+0200: 0.609: [GC (Allocation Failure) [PSYoungGen: 528225K->8641K(611840K)] 528233K->8649K(2010112K), 0.0061658 secs] [Times: user=0.11 sys=0.00, real=0.01 secs] 
2020-09-29T12:38:19.820+0200: 0.695: [GC (Allocation Failure) [PSYoungGen: 533441K->13745K(611840K)] 533449K->13753K(2010112K), 0.0087554 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T12:38:19.922+0200: 0.797: [GC (Allocation Failure) [PSYoungGen: 538545K->5265K(611840K)] 538553K->5273K(2010112K), 0.0041501 secs] [Times: user=0.11 sys=0.00, real=0.00 secs] 
2020-09-29T12:38:20.013+0200: 0.888: [GC (Allocation Failure) [PSYoungGen: 530065K->10433K(682496K)] 530073K->10441K(2080768K), 0.0084310 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T12:38:20.179+0200: 1.054: [GC (Allocation Failure) [PSYoungGen: 676545K->6241K(682496K)] 676553K->6653K(2080768K), 0.0062261 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T12:38:20.282+0200: 1.158: [GC (Allocation Failure) [PSYoungGen: 671643K->32K(680960K)] 672055K->444K(2079232K), 0.0005353 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-09-29T12:38:20.379+0200: 1.255: [GC (Allocation Failure) [PSYoungGen: 665120K->8993K(681984K)] 665532K->9405K(2080256K), 0.0057984 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T12:38:20.482+0200: 1.357: [GC (Allocation Failure) [PSYoungGen: 674081K->4129K(683008K)] 674493K->4541K(2081280K), 0.0035088 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-09-29T12:38:20.583+0200: 1.458: [GC (Allocation Failure) [PSYoungGen: 670753K->32K(682496K)] 671165K->444K(2080768K), 0.0004520 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-09-29T12:38:20.686+0200: 1.561: [GC (Allocation Failure) [PSYoungGen: 666656K->10497K(681472K)] 667068K->10909K(2079744K), 0.0062155 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T12:38:20.790+0200: 1.665: [GC (Allocation Failure) [PSYoungGen: 675585K->5665K(681984K)] 675997K->6077K(2080256K), 0.0042238 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T12:38:20.895+0200: 1.770: [GC (Allocation Failure) [PSYoungGen: 670753K->32K(682496K)] 671165K->444K(2080768K), 0.0005625 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-09-29T12:38:20.994+0200: 1.868: [GC (Allocation Failure) [PSYoungGen: 666144K->10017K(676352K)] 666556K->10429K(2074624K), 0.0062577 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T12:38:21.093+0200: 1.967: [GC (Allocation Failure) [PSYoungGen: 676129K->6209K(683008K)] 676541K->6621K(2081280K), 0.0045584 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-09-29T12:38:21.202+0200: 2.078: [GC (Allocation Failure) [PSYoungGen: 672321K->2433K(681984K)] 672733K->2845K(2080256K), 0.0030106 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-09-29T12:38:21.303+0200: 2.179: [GC (Allocation Failure) [PSYoungGen: 668545K->12257K(680960K)] 668957K->12669K(2079232K), 0.0072038 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T12:38:21.403+0200: 2.278: [GC (Allocation Failure) [PSYoungGen: 677345K->7425K(681984K)] 677757K->7837K(2080256K), 0.0046507 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-09-29T12:38:21.508+0200: 2.384: [GC (Allocation Failure) [PSYoungGen: 672513K->2497K(683008K)] 672925K->2909K(2081280K), 0.0026997 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-09-29T12:38:21.609+0200: 2.484: [GC (Allocation Failure) [PSYoungGen: 669121K->12929K(679936K)] 669533K->13341K(2078208K), 0.0088175 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T12:38:21.720+0200: 2.595: [GC (Allocation Failure) [PSYoungGen: 679553K->9633K(681472K)] 679965K->10045K(2079744K), 0.0066039 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T12:38:21.826+0200: 2.702: [GC (Allocation Failure) [PSYoungGen: 671965K->32K(664576K)] 672377K->444K(2062848K), 0.0010601 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-09-29T12:38:21.923+0200: 2.798: [GC (Allocation Failure) [PSYoungGen: 664096K->7905K(681984K)] 664508K->8317K(2080256K), 0.0050371 secs] [Times: user=0.13 sys=0.00, real=0.00 secs] 
2020-09-29T12:38:22.022+0200: 2.897: [GC (Allocation Failure) [PSYoungGen: 671969K->32K(680960K)] 672381K->444K(2079232K), 0.0006707 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-09-29T12:38:22.116+0200: 2.991: [GC (Allocation Failure) [PSYoungGen: 664096K->7937K(681984K)] 664508K->8349K(2080256K), 0.0050663 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T12:38:22.220+0200: 3.095: [GC (Allocation Failure) [PSYoungGen: 672513K->2593K(681472K)] 672925K->3005K(2079744K), 0.0027527 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-09-29T12:38:22.319+0200: 3.194: [GC (Allocation Failure) [PSYoungGen: 667169K->10913K(680448K)] 667581K->11325K(2078720K), 0.0067274 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T12:38:22.420+0200: 3.295: [GC (Allocation Failure) [PSYoungGen: 674977K->5057K(681472K)] 675389K->5469K(2079744K), 0.0039196 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-09-29T12:38:22.515+0200: 3.390: [GC (Allocation Failure) [PSYoungGen: 669121K->12833K(679424K)] 669533K->13245K(2077696K), 0.0073081 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T12:38:22.623+0200: 3.498: [GC (Allocation Failure) [PSYoungGen: 675873K->6017K(680960K)] 676285K->6429K(2079232K), 0.0046637 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-09-29T12:38:22.731+0200: 3.606: [GC (Allocation Failure) [PSYoungGen: 669057K->12801K(678912K)] 669469K->13213K(2077184K), 0.0080265 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2020-09-29T12:38:22.836+0200: 3.712: [GC (Allocation Failure) [PSYoungGen: 674817K->4833K(680448K)] 675229K->5245K(2078720K), 0.0039114 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T12:38:22.941+0200: 3.816: [GC (Allocation Failure) [PSYoungGen: 666849K->10657K(680448K)] 667261K->11069K(2078720K), 0.0064240 secs] [Times: user=0.00 sys=0.02, real=0.01 secs] 
2020-09-29T12:38:23.040+0200: 3.915: [GC (Allocation Failure) [PSYoungGen: 672029K->32K(680960K)] 672441K->444K(2079232K), 0.0005463 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-09-29T12:38:23.133+0200: 4.008: [GC (Allocation Failure) [PSYoungGen: 663072K->6945K(681984K)] 663484K->7357K(2080256K), 0.0045848 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
