Java HotSpot(TM) 64-Bit Server VM (25.261-b12) for windows-amd64 JRE (1.8.0_261-b12), built on Jun 18 2020 06:56:32 by "" with unknown MS VC++:1916
Memory: 4k page, physical 16659684k(9339256k free), swap 23213284k(8317376k free)
CommandLine flags: -XX:InitialHeapSize=2147483648 -XX:MaxHeapSize=2147483648 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseParallelGC 
2020-09-29T12:36:00.937+0200: 0.437: [GC (Allocation Failure) [PSYoungGen: 524800K->12033K(611840K)] 524800K->12041K(2010112K), 0.0096595 secs] [Times: user=0.05 sys=0.08, real=0.01 secs] 
2020-09-29T12:36:01.039+0200: 0.539: [GC (Allocation Failure) [PSYoungGen: 536833K->3409K(611840K)] 536841K->3417K(2010112K), 0.0075981 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T12:36:01.127+0200: 0.625: [GC (Allocation Failure) [PSYoungGen: 528209K->8577K(611840K)] 528217K->8585K(2010112K), 0.0055858 secs] [Times: user=0.13 sys=0.00, real=0.00 secs] 
2020-09-29T12:36:01.219+0200: 0.718: [GC (Allocation Failure) [PSYoungGen: 533377K->13745K(611840K)] 533385K->13753K(2010112K), 0.0099341 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T12:36:01.334+0200: 0.833: [GC (Allocation Failure) [PSYoungGen: 538545K->5265K(611840K)] 538553K->5273K(2010112K), 0.0047223 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-09-29T12:36:01.456+0200: 0.955: [GC (Allocation Failure) [PSYoungGen: 530065K->10433K(682496K)] 530073K->10441K(2080768K), 0.0084884 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2020-09-29T12:36:01.635+0200: 1.134: [GC (Allocation Failure) [PSYoungGen: 676545K->6241K(682496K)] 676553K->6653K(2080768K), 0.0063073 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T12:36:01.745+0200: 1.244: [GC (Allocation Failure) [PSYoungGen: 671643K->32K(680960K)] 672055K->444K(2079232K), 0.0006282 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-09-29T12:36:01.859+0200: 1.358: [GC (Allocation Failure) [PSYoungGen: 665120K->8993K(681984K)] 665532K->9405K(2080256K), 0.0064260 secs] [Times: user=0.11 sys=0.00, real=0.01 secs] 
2020-09-29T12:36:01.973+0200: 1.471: [GC (Allocation Failure) [PSYoungGen: 674081K->4129K(683008K)] 674493K->4541K(2081280K), 0.0032604 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-09-29T12:36:02.074+0200: 1.573: [GC (Allocation Failure) [PSYoungGen: 670753K->32K(682496K)] 671165K->444K(2080768K), 0.0003374 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-09-29T12:36:02.181+0200: 1.680: [GC (Allocation Failure) [PSYoungGen: 666656K->10497K(681472K)] 667068K->10909K(2079744K), 0.0068311 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T12:36:02.298+0200: 1.798: [GC (Allocation Failure) [PSYoungGen: 675585K->5697K(681984K)] 675997K->6109K(2080256K), 0.0048185 secs] [Times: user=0.11 sys=0.00, real=0.01 secs] 
2020-09-29T12:36:02.426+0200: 1.924: [GC (Allocation Failure) [PSYoungGen: 670785K->32K(682496K)] 671197K->444K(2080768K), 0.0005819 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-09-29T12:36:02.532+0200: 2.032: [GC (Allocation Failure) [PSYoungGen: 666144K->9953K(676352K)] 666556K->10365K(2074624K), 0.0070097 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T12:36:02.646+0200: 2.146: [GC (Allocation Failure) [PSYoungGen: 676065K->6241K(683008K)] 676477K->6653K(2081280K), 0.0046103 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T12:36:02.753+0200: 2.252: [GC (Allocation Failure) [PSYoungGen: 672353K->2401K(681984K)] 672765K->2813K(2080256K), 0.0031033 secs] [Times: user=0.13 sys=0.00, real=0.00 secs] 
2020-09-29T12:36:02.862+0200: 2.361: [GC (Allocation Failure) [PSYoungGen: 668513K->12193K(680960K)] 668925K->12605K(2079232K), 0.0073583 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
